AWAY,HOME,HOME_TEAM_RESULT,W%,BABIP,ERA,K%,K%,AVG,SLG,W%,BABIP,ERA,K%,K%,AVG,SLG
Phillies,Rays,L,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Nationals,Astros,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Orioles,BlueJays,D,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Indians,Rangers,W,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Royals,Reds,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Dodgers,WhiteSox,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Cubs,Padres,L,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.419753086,0.296,4.44,19.6,25,0.235,0.39
Athletics,Rockies,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Mariners,Angels,D,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Yankees,RedSox,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Tigers,Astros,L,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Pirates,Orioles,W,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Cardinals,Braves,D,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Nationals,Marlins,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Cubs,Royals,W,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.5,0.298,4.21,20.8,20.2,0.261,0.4
WhiteSox,Brewers,W,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Rockies,Dodgers,W,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Angels,Indians,L,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Giants,Mariners,W,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.530864198,0.292,4,21.4,20.7,0.259,0.43
BlueJays,Yankees,W,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
RedSox,Twins,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
Braves,Nationals,W,0.422360248,0.293,4.51,19.6,20,0.255,0.384,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Orioles,RedSox,W,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Astros,Braves,L,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Mets,Marlins,L,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Yankees,Pirates,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Cardinals,Tigers,W,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Rays,Phillies,L,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.438271605,0.304,4.64,21.1,23,0.24,0.385
BlueJays,Astros,W,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Indians,Reds,W,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Royals,Dodgers,L,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Mariners,Athletics,D,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Angels,Rockies,D,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Twins,Orioles,W,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Brewers,Rangers,L,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Giants,Padres,L,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.419753086,0.296,4.44,19.6,25,0.235,0.39
RedSox,Rays,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Tigers,Cardinals,L,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Marlins,Braves,W,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Twins,RedSox,L,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Pirates,Phillies,W,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.438271605,0.304,4.64,21.1,23,0.24,0.385
Astros,BlueJays,W,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Cubs,WhiteSox,W,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Reds,Brewers,L,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Angels,Royals,W,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Athletics,Indians,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Rockies,Angels,D,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Rangers,Mariners,W,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Nationals,Mets,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Orioles,Yankees,L,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Royals,Rangers,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Padres,Giants,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Braves,Yankees,W,0.422360248,0.293,4.51,19.6,20,0.255,0.384,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Cardinals,RedSox,W,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Royals,Rangers,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Reds,Athletics,W,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Dodgers,WhiteSox,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Athletics,Giants,L,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Mariners,Royals,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Rockies,Padres,D,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.419753086,0.296,4.44,19.6,25,0.235,0.39
Brewers,Angels,W,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Cubs,Indians,W,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Tigers,Braves,L,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Astros,Phillies,W,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.438271605,0.304,4.64,21.1,23,0.24,0.385
Marlins,Cardinals,L,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Yankees,Twins,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
Rays,Orioles,D,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Nationals,Tigers,W,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Pirates,BlueJays,W,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
RedSox,Mets,L,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.537037037,0.308,3.58,23,21.3,0.246,0.417
WhiteSox,Athletics,L,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Royals,Cubs,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
Angels,Rangers,L,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Dodgers,Brewers,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Padres,Dodgers,L,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Indians,Mariners,L,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Giants,Rockies,L,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Braves,Pirates,L,0.422360248,0.293,4.51,19.6,20,0.255,0.384,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
RedSox,Cardinals,L,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Astros,Nationals,W,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Phillies,Tigers,L,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Pirates,Twins,L,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
Marlins,Mets,L,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.537037037,0.308,3.58,23,21.3,0.246,0.417
WhiteSox,Indians,W,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Rockies,Rangers,L,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Angels,Brewers,W,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Athletics,Giants,L,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Mariners,Dodgers,L,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Reds,Padres,W,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408,0.419753086,0.296,4.44,19.6,25,0.235,0.39
Braves,Astros,W,0.422360248,0.293,4.51,19.6,20,0.255,0.384,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Orioles,Twins,W,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
RedSox,Marlins,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Twins,Phillies,L,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.438271605,0.304,4.64,21.1,23,0.24,0.385
BlueJays,Tigers,L,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Cubs,Reds,L,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Giants,WhiteSox,W,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Brewers,Rockies,W,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Athletics,Angels,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Rangers,Padres,W,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.419753086,0.296,4.44,19.6,25,0.235,0.39
Mets,Yankees,W,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Dodgers,Royals,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Orioles,Pirates,W,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Marlins,Cardinals,W,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Rays,Twins,L,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
Mets,BlueJays,W,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Cubs,Rangers,W,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Royals,Indians,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Padres,WhiteSox,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Yankees,Nationals,W,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Phillies,Astros,W,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
Athletics,Mariners,L,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Twins,Marlins,L,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
Mets,RedSox,W,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Pirates,Orioles,W,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Cardinals,Nationals,W,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Tigers,BlueJays,W,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Astros,Mets,L,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Reds,Rangers,W,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Royals,Brewers,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Angels,WhiteSox,L,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Mariners,Rockies,L,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Rays,Yankees,L,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Cubs,Giants,L,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Dodgers,Indians,D,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Rangers,Athletics,L,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Astros,Braves,D,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Twins,Rays,L,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Yankees,Orioles,W,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Cardinals,Mets,D,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Rockies,Reds,L,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Royals,Giants,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Angels,Athletics,L,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Brewers,Cubs,L,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
WhiteSox,Mariners,W,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Pirates,RedSox,W,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.574074074,0.293,4,22.4,18.4,0.282,0.461
BlueJays,Phillies,D,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.438271605,0.304,4.64,21.1,23,0.24,0.385
Padres,Rangers,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.586419753,0.292,4.38,18.7,20,0.262,0.433
Giants,Dodgers,W,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
RedSox,Orioles,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Tigers,Phillies,L,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438,0.438271605,0.304,4.64,21.1,23,0.24,0.385
Mets,Braves,D,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Pirates,Twins,W,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
Nationals,Cardinals,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Yankees,BlueJays,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Reds,WhiteSox,L,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Indians,Reds,W,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Athletics,Royals,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Giants,Cubs,L,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
Dodgers,Mariners,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Padres,Angels,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Rangers,Rockies,W,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Rays,Pirates,L,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Padres,Astros,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417
WhiteSox,Dodgers,W,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Braves,Nationals,W,0.422360248,0.293,4.51,19.6,20,0.255,0.384,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426
Astros,Tigers,L,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438
Twins,Yankees,L,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Phillies,RedSox,W,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Cardinals,Marlins,W,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
BlueJays,Rays,L,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Nationals,Mets,D,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Astros,Padres,W,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.419753086,0.296,4.44,19.6,25,0.235,0.39
WhiteSox,Giants,L,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398
Reds,Dodgers,L,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
Royals,Athletics,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Brewers,Indians,W,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Mariners,Cubs,L,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
Angels,Padres,L,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405,0.419753086,0.296,4.44,19.6,25,0.235,0.39
Orioles,Pirates,L,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Orioles,RedSox,L,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443,0.574074074,0.293,4,22.4,18.4,0.282,0.461
Twins,Pirates,L,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
Mets,Cardinals,W,0.537037037,0.308,3.58,23,21.3,0.246,0.417,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443
Phillies,BlueJays,W,0.438271605,0.304,4.64,21.1,23,0.24,0.385,0.549382716,0.282,3.79,21.5,21.9,0.248,0.426
Indians,Athletics,L,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.425925926,0.299,4.51,19.3,19,0.246,0.395
Padres,Royals,W,0.419753086,0.296,4.44,19.6,25,0.235,0.39,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Cubs,Angels,D,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
WhiteSox,Rockies,L,0.481481481,0.298,4.12,20.5,21,0.257,0.41,0.462962963,0.317,4.92,19.5,21.3,0.275,0.457
Royals,Mariners,W,0.5,0.298,4.21,20.8,20.2,0.261,0.4,0.530864198,0.292,4,21.4,20.7,0.259,0.43
Astros,Braves,L,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Tigers,Yankees,W,0.534161491,0.3,4.24,20.4,21.3,0.267,0.438,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Brewers,Reds,W,0.450617284,0.3,4.1,19,25.5,0.244,0.407,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408
Rangers,Dodgers,W,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409
RedSox,Twins,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.364197531,0.319,5.09,18.9,22.8,0.251,0.421
Pirates,Yankees,W,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405
Marlins,Mets,L,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394,0.537037037,0.308,3.58,23,21.3,0.246,0.417
Indians,Angels,D,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43,0.456790123,0.301,4.28,18.6,16.4,0.26,0.405
Reds,Brewers,L,0.419753086,0.29,4.91,19.6,21.1,0.256,0.408,0.450617284,0.3,4.1,19,25.5,0.244,0.407
Athletics,Cubs,W,0.425925926,0.299,4.51,19.3,19,0.246,0.395,0.635802469,0.255,3.15,24.3,21.1,0.256,0.429
Rangers,WhiteSox,W,0.586419753,0.292,4.38,18.7,20,0.262,0.433,0.481481481,0.298,4.12,20.5,21,0.257,0.41
Dodgers,Padres,W,0.561728395,0.288,3.7,25.1,21.4,0.249,0.409,0.419753086,0.296,4.44,19.6,25,0.235,0.39
Braves,Orioles,D,0.422360248,0.293,4.51,19.6,20,0.255,0.384,0.549382716,0.299,4.22,20.4,21.7,0.256,0.443
Giants,Royals,W,0.537037037,0.287,3.69,21.6,17.7,0.258,0.398,0.5,0.298,4.21,20.8,20.2,0.261,0.4
Mariners,Indians,W,0.530864198,0.292,4,21.4,20.7,0.259,0.43,0.583850932,0.289,3.86,23.2,20.2,0.262,0.43
Nationals,Mets,L,0.586419753,0.288,3.52,24.5,20.2,0.256,0.426,0.537037037,0.308,3.58,23,21.3,0.246,0.417
RedSox,Pirates,D,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.481481481,0.306,4.22,19.6,21.3,0.257,0.402
RedSox,Rays,W,0.574074074,0.293,4,22.4,18.4,0.282,0.461,0.419753086,0.297,4.2,22.3,24.5,0.243,0.426
Astros,Phillies,W,0.518518519,0.306,4.06,22.6,23.4,0.247,0.417,0.438271605,0.304,4.64,21.1,23,0.24,0.385
Yankees,Braves,L,0.518518519,0.292,4.16,23.1,19.6,0.252,0.405,0.422360248,0.293,4.51,19.6,20,0.255,0.384
Cardinals,Marlins,L,0.530864198,0.304,4.08,20.9,21.2,0.255,0.443,0.49068323,0.303,4.05,22.4,19.8,0.263,0.394
